vessel_id,vessel_type,dwt,engine_power,vessel_age,draft,speed,distance_nm,heading,wind_speed,wind_direction,wave_height,wave_period,wave_direction,current_speed,current_direction,fuel_price,fuel_consumed_tpd,charter_rate_usd_day,candidate_id
V050,Ro-Ro,47299.8,24120.9,20,7.81,18.47,2305.3,224.7,0.68,99.7,4.11,10.38,135.7,1.61,340.2,725.31,139.49,15645.58,C0504
V026,Tanker,50415.6,9009.5,17,9.12,12.06,1103.1,47.5,28.2,192.6,2.55,6.48,0.5,2.72,4.9,613.3,41.99,18860.33,C0505
V031,Container,51905.8,7185.3,3,9.84,19.52,2875.9,272.2,3.79,125.5,2.78,4.71,160.8,0.18,125.7,760.75,143.29,16087.14,C0506
V036,General Cargo,66413.8,22079.2,5,7.1,13.42,3282.8,99.3,34.53,47.5,5.27,10.89,99.6,1.76,47.6,616.09,60.0,13013.0,C0507
V026,Ro-Ro,62688.2,13783.0,19,6.65,19.86,1582.9,325.8,21.68,95.7,2.88,8.59,37.6,1.69,45.6,604.95,162.43,18441.17,C0508
V003,General Cargo,68632.4,21939.4,12,12.64,18.39,2353.9,294.4,22.78,157.8,0.32,10.85,27.1,1.98,293.6,799.47,113.16,13679.43,C0509
V044,Tanker,81190.7,22861.8,7,13.81,18.09,1468.8,124.7,6.96,10.9,1.52,6.32,125.1,2.5,330.6,644.74,119.24,20905.9,C0510
V028,Tanker,85038.9,6249.2,9,9.24,13.18,1910.0,290.8,8.41,277.4,2.96,7.73,221.3,2.18,280.0,741.57,48.14,21149.07,C0511
V044,Bulk Carrier,77449.8,22669.3,6,6.7,10.09,881.7,128.3,23.08,223.9,2.66,10.18,301.5,2.37,351.6,741.5,34.68,21323.86,C0512
V017,General Cargo,96441.9,13966.4,17,6.53,13.82,4439.2,36.3,31.84,216.5,5.19,10.52,66.1,0.87,77.9,777.91,58.12,14544.68,C0513
V038,Ro-Ro,21458.6,15208.6,16,13.13,13.02,149.1,346.3,34.38,196.6,3.34,8.1,152.9,1.16,50.7,525.47,57.83,12313.04,C0514
V047,Container,35662.2,17531.9,23,9.71,10.37,4423.8,234.9,6.93,212.5,4.2,7.08,141.1,1.88,187.5,581.37,35.74,13096.97,C0515
V030,Container,20605.0,23527.7,3,8.56,15.05,2901.2,164.2,4.69,336.5,2.92,7.01,184.8,1.66,298.5,730.32,80.12,11247.79,C0516
V002,Bulk Carrier,71798.0,5382.3,21,9.81,14.03,1725.1,143.2,1.97,3.1,2.75,5.92,291.5,2.88,14.3,668.78,56.9,18601.32,C0517
V008,Ro-Ro,91842.4,14536.9,4,8.55,16.35,3643.0,116.9,30.39,17.2,2.79,7.58,199.3,0.56,358.4,667.88,94.07,21374.4,C0518
V014,General Cargo,39478.6,18754.4,10,9.91,16.21,2588.0,353.3,10.32,68.9,2.58,6.19,304.8,1.05,216.8,549.86,85.59,10219.15,C0519
V037,Container,94162.8,19454.1,5,12.88,11.21,2545.6,48.5,0.06,60.2,3.32,10.97,186.7,1.72,352.4,584.35,39.73,20689.42,C0520
V035,Bulk Carrier,24821.4,18850.6,21,10.74,19.77,639.7,113.3,7.83,65.2,1.65,10.26,217.4,2.6,131.4,656.4,140.12,15014.83,C0521
V042,Bulk Carrier,94754.9,7688.7,22,11.56,11.87,2008.6,174.8,11.92,241.9,5.37,8.21,157.5,2.79,164.9,583.15,41.15,21353.14,C0522
V039,General Cargo,48129.8,10987.9,10,8.92,14.45,1281.2,172.1,34.68,165.4,2.13,7.58,296.3,1.01,270.9,563.08,59.4,11190.33,C0523
V011,Ro-Ro,28113.7,12174.3,12,11.91,14.88,176.9,169.7,18.32,357.0,1.06,6.61,332.6,0.2,285.4,526.33,73.11,13861.95,C0524
V015,Ro-Ro,58869.7,21088.7,10,11.33,18.13,1864.5,63.3,7.16,81.7,0.76,9.89,230.1,1.26,83.9,546.72,126.25,15585.13,C0525
V002,Bulk Carrier,40542.1,10575.2,13,6.96,10.99,540.1,52.2,11.72,111.9,0.28,14.11,295.5,1.18,334.7,730.66,27.56,15364.13,C0526
V037,Bulk Carrier,42789.8,9214.1,11,10.58,14.29,1358.5,91.7,11.56,354.3,2.65,11.54,21.2,2.96,312.3,715.63,59.32,17515.63,C0527
V043,Container,44583.2,24149.0,22,8.05,16.29,553.3,329.2,0.69,299.4,1.29,12.19,326.2,1.29,6.6,513.75,94.05,15872.95,C0528
V032,Container,84242.1,5177.3,16,12.43,12.15,594.6,40.7,4.73,169.1,0.33,13.18,68.0,0.92,46.3,560.99,40.59,19425.49,C0529
V040,Ro-Ro,63132.9,24956.4,8,9.41,16.27,1075.2,272.7,24.33,199.7,3.22,7.87,92.3,1.1,178.6,668.14,98.84,16667.97,C0530
V013,Ro-Ro,44904.6,18536.4,8,13.96,19.24,4999.3,272.7,4.21,303.5,4.14,4.69,19.2,1.19,165.9,596.79,153.38,15955.97,C0531
V043,General Cargo,68826.7,21569.4,25,6.74,19.98,110.7,291.5,8.08,173.2,0.7,10.85,347.5,2.46,255.0,746.97,140.72,14274.6,C0532
V017,General Cargo,77292.1,10892.4,8,12.24,10.32,3229.5,319.2,12.28,74.2,2.87,6.08,306.7,0.24,32.3,735.5,30.28,14078.71,C0533
V015,Bulk Carrier,41809.9,5286.3,13,11.39,12.36,792.1,94.7,26.52,298.2,4.51,10.26,328.7,0.95,232.1,767.47,38.15,16382.89,C0534
V033,Tanker,53083.9,19757.4,2,12.14,13.1,4611.1,80.8,20.38,193.6,5.92,12.13,305.0,2.9,221.9,668.88,56.34,17248.1,C0535
V016,General Cargo,29750.9,21682.9,12,8.46,13.99,558.8,167.6,24.11,55.1,4.07,12.62,172.6,0.46,84.1,605.62,62.83,9911.89,C0536
V013,Ro-Ro,34491.9,19809.5,10,9.94,12.42,4779.8,95.4,19.85,182.0,1.62,7.32,332.7,2.23,195.3,681.82,49.99,14339.77,C0537
V022,Container,74489.4,7857.0,12,12.37,12.03,3093.5,264.4,23.93,148.8,4.36,9.64,349.0,1.07,80.0,526.74,45.48,16270.81,C0538
V023,Bulk Carrier,34515.1,20068.6,11,7.86,19.55,106.2,228.9,0.1,315.7,3.67,10.83,180.9,1.75,52.9,502.88,139.15,14100.47,C0539
V036,Container,62013.1,20378.5,15,7.81,19.19,4480.6,315.0,32.58,45.4,1.43,13.01,63.2,0.3,206.3,505.13,139.01,17280.56,C0540
V043,General Cargo,76723.7,18170.8,16,10.41,10.47,2656.4,29.8,3.88,315.1,5.14,12.38,237.1,0.92,351.9,622.26,30.92,15759.74,C0541
V050,Tanker,28550.2,20322.3,17,10.19,13.39,1387.1,329.4,14.22,184.4,2.68,14.87,351.2,1.5,85.3,568.42,56.74,16220.1,C0542
V050,Container,65385.0,21918.4,2,8.26,14.05,3859.7,105.6,26.99,145.6,5.78,4.09,314.0,0.7,127.9,547.2,70.68,17650.95,C0543
V010,Tanker,40525.0,17272.1,18,8.38,12.39,4640.7,176.6,15.23,58.3,4.39,8.81,310.3,1.63,92.4,684.6,48.2,19263.47,C0544
V017,Tanker,97034.2,6772.1,12,8.22,16.29,2470.1,157.9,33.14,252.3,3.94,6.82,336.2,0.66,95.9,798.53,84.24,22867.98,C0545
V030,Bulk Carrier,58683.7,14752.6,19,12.17,16.4,1646.2,273.7,16.37,333.7,4.42,5.32,321.8,1.95,145.5,553.33,92.57,17654.81,C0546
V013,Container,84479.4,6553.0,23,11.22,18.51,3965.8,151.3,30.62,135.1,2.97,14.03,279.5,2.71,252.7,663.93,129.3,18050.38,C0547
V030,Tanker,64018.1,13150.9,18,12.66,17.41,3440.7,339.7,28.38,87.0,3.13,14.98,258.6,0.26,14.0,535.92,104.18,18769.93,C0548
V046,Bulk Carrier,23473.0,13142.1,17,13.8,15.43,4454.9,324.9,34.33,199.8,5.14,5.99,95.3,0.65,344.6,780.27,74.09,14571.06,C0549
V030,Tanker,70652.1,6320.2,6,9.79,16.54,3493.3,314.0,32.43,286.6,4.15,4.42,223.7,2.53,16.7,587.53,96.31,21040.97,C0550
V007,Bulk Carrier,96112.3,11976.4,25,6.53,12.74,1293.3,25.7,31.43,1.4,5.4,7.03,187.7,1.89,317.3,763.5,51.91,21930.89,C0551
V010,Ro-Ro,68128.9,7220.0,15,6.38,15.93,4665.1,307.5,25.61,227.3,5.37,13.18,310.3,0.24,322.0,584.92,95.76,16608.26,C0552
V035,Bulk Carrier,85535.1,21164.7,3,8.37,14.89,613.7,281.4,12.84,214.7,5.86,7.23,177.0,1.46,188.8,741.82,72.96,19539.85,C0553
V002,Bulk Carrier,90736.5,23953.8,6,13.46,11.33,1412.9,37.3,3.71,114.5,4.26,4.63,46.0,0.63,49.3,562.81,43.47,23206.39,C0554
V030,Ro-Ro,38246.4,6446.3,3,10.19,12.43,2649.0,38.7,24.1,162.5,3.11,4.58,1.8,0.6,203.5,587.84,44.52,13332.75,C0555
V019,Bulk Carrier,36963.6,24102.3,1,8.17,12.92,2872.1,36.4,34.25,88.9,1.16,8.7,244.0,2.82,226.3,557.74,52.52,14564.52,C0556
V039,Container,68878.5,15451.5,13,9.19,19.24,175.0,4.1,25.43,284.4,4.29,14.25,198.0,2.28,308.8,579.28,143.24,16178.64,C0557
V037,Container,52882.3,10991.3,21,10.79,12.3,3924.8,197.5,32.51,228.4,1.89,7.15,119.1,2.09,198.3,750.46,47.65,15244.99,C0558
V003,Tanker,87188.9,6537.2,14,11.22,12.89,1871.9,350.4,28.15,191.8,1.84,8.7,60.8,0.72,147.9,691.71,48.95,23802.92,C0559
V025,Tanker,92001.8,15012.5,13,7.23,13.69,2091.5,157.9,5.71,141.3,1.58,5.12,168.0,0.36,301.8,621.76,56.38,23970.08,C0560
V034,Tanker,48273.7,20890.3,4,13.82,16.64,4065.9,194.7,8.72,104.9,5.28,9.43,36.1,2.61,353.1,791.46,100.31,16975.35,C0561
V022,Container,38949.6,19141.7,7,10.36,11.18,1958.5,348.5,11.97,296.2,5.23,11.66,121.0,0.02,232.2,639.46,43.25,13164.96,C0562
V038,Container,82442.0,6004.5,22,7.09,19.54,331.4,91.9,5.89,162.5,3.86,6.98,136.5,1.16,314.8,790.93,147.91,19495.76,C0563
V014,Container,41984.5,6458.0,10,13.15,18.66,964.6,309.0,20.36,180.5,2.94,7.26,167.6,0.83,215.5,558.98,127.15,14571.23,C0564
V039,Bulk Carrier,85809.1,13057.5,7,6.6,15.77,4783.9,196.7,34.14,187.5,4.1,13.26,168.0,1.71,248.3,771.39,81.74,21526.25,C0565
V002,Bulk Carrier,53899.1,10905.8,21,13.26,16.74,445.0,205.0,26.65,161.4,3.72,4.11,92.5,0.75,247.7,504.15,89.02,17888.01,C0566
V032,Bulk Carrier,73404.0,9647.7,15,13.97,10.17,1839.2,123.5,14.82,92.2,2.61,11.0,306.1,0.93,253.7,663.59,29.06,20527.24,C0567
V043,Bulk Carrier,27642.8,10620.1,15,11.6,13.39,2565.6,202.2,0.16,43.3,2.4,8.33,128.0,2.55,115.6,626.92,48.82,13067.2,C0568
V003,General Cargo,69908.7,21069.7,4,12.16,17.96,2517.1,26.3,10.96,35.5,2.42,7.28,82.7,1.81,207.2,657.53,111.51,13431.42,C0569
V041,Container,56141.4,23584.6,23,8.7,10.77,119.4,275.3,18.44,272.7,3.62,11.23,63.3,0.44,213.9,666.03,42.77,15725.44,C0570
V008,Bulk Carrier,66928.7,13102.1,23,13.53,12.82,2555.7,102.5,11.35,80.5,3.96,13.18,116.1,2.18,113.4,616.71,51.38,18164.11,C0571
V026,Tanker,33441.1,23122.2,6,10.24,15.85,1980.5,319.5,3.89,20.0,2.82,10.14,24.3,0.62,125.9,799.46,82.97,17801.65,C0572
V032,Bulk Carrier,78949.9,11429.9,24,11.86,12.56,4863.2,132.4,15.5,287.1,5.82,4.34,11.8,1.3,274.4,792.95,48.54,20057.96,C0573
V011,Tanker,89023.8,14528.7,20,13.39,19.34,879.9,51.4,8.86,55.5,0.69,9.08,217.9,1.94,209.8,788.52,138.71,24898.08,C0574
V050,Ro-Ro,37339.2,9520.6,5,13.8,11.31,1835.4,250.5,31.82,225.1,2.21,9.09,222.9,0.82,53.7,793.73,43.71,15597.77,C0575
V001,General Cargo,27657.2,17809.5,20,12.67,17.97,2155.5,59.2,3.56,121.9,2.63,9.98,190.7,1.15,301.5,737.9,104.99,10363.44,C0576
V015,Container,21891.1,24579.6,12,8.42,15.08,2014.4,271.3,1.72,45.5,0.3,11.38,274.4,2.2,317.9,796.58,74.62,13160.34,C0577
V004,General Cargo,71357.7,17069.9,1,13.73,17.5,3362.6,348.5,0.19,149.2,2.32,4.21,14.1,2.81,167.8,767.71,105.97,14160.26,C0578
V004,Bulk Carrier,68567.5,12156.3,8,11.02,13.11,1156.0,280.6,11.48,5.3,1.79,9.52,337.0,1.59,75.2,624.78,47.54,20283.57,C0579
V028,Container,63735.8,17956.3,1,13.45,15.14,1183.3,8.1,23.11,302.8,3.14,10.47,34.2,0.03,341.1,735.43,77.17,15842.71,C0580
V010,Bulk Carrier,38555.8,7458.4,5,11.41,18.57,3673.1,216.0,25.56,184.9,2.15,7.78,242.6,1.02,317.6,773.62,119.43,15562.74,C0581
V011,General Cargo,51272.5,22773.2,22,8.46,14.67,2551.4,250.3,15.86,50.1,4.41,11.35,48.0,1.2,88.0,713.78,71.78,12356.74,C0582
V050,Bulk Carrier,67558.1,15061.7,6,8.96,13.6,2134.3,297.2,23.95,85.3,3.16,6.51,316.8,1.02,34.4,626.83,52.76,17353.08,C0583
V023,Container,59741.3,13987.0,21,10.4,15.36,929.1,20.2,12.6,161.3,0.95,7.49,183.9,1.31,158.6,519.74,76.54,15639.57,C0584
V047,Tanker,99022.8,16717.3,3,12.32,17.17,1018.9,172.8,23.37,68.0,4.55,14.59,29.6,1.9,243.5,742.91,103.99,26960.21,C0585
V003,Container,30915.2,17495.7,15,8.54,14.44,151.7,192.7,1.42,96.7,0.78,7.83,222.0,0.36,63.1,785.82,64.59,13411.83,C0586
V039,Container,75611.6,6435.5,5,10.64,19.39,548.0,60.9,13.68,192.4,5.07,7.81,3.3,0.82,184.8,608.74,141.89,16424.18,C0587
V039,Container,52345.5,18652.3,24,8.76,12.95,2828.5,116.1,27.68,299.7,5.6,10.55,279.4,1.52,153.1,545.57,54.29,14730.5,C0588
V017,Container,54256.0,9838.6,14,12.53,14.75,4470.2,158.5,28.11,144.7,2.07,14.68,234.2,0.95,320.6,597.95,70.63,14462.18,C0589
V022,Container,77407.8,19279.1,18,9.73,17.57,1507.1,300.0,25.07,258.1,5.57,14.81,76.5,2.97,154.6,674.79,120.2,16051.23,C0590
V027,Container,75394.9,21450.7,16,6.61,16.89,1706.0,334.6,7.15,315.6,4.8,10.38,134.9,1.29,192.2,595.08,106.82,19033.89,C0591
V016,Tanker,99300.5,21079.2,6,7.33,18.64,666.5,226.2,8.65,77.9,5.55,4.01,2.8,2.61,343.9,683.19,134.07,24660.0,C0592
V016,Container,30271.5,16050.0,25,6.49,19.97,2004.3,142.2,34.86,290.6,4.06,13.91,249.7,2.69,107.9,790.06,154.93,12504.61,C0593
V040,Container,28328.8,15403.4,24,9.99,14.27,282.4,91.5,3.62,272.7,1.57,10.27,116.2,2.51,104.0,701.22,62.99,13062.52,C0594
V003,Ro-Ro,77947.1,7857.5,14,6.85,11.11,4596.2,353.6,6.32,128.5,5.39,8.03,205.8,0.14,287.9,608.8,36.85,17040.29,C0595
V047,Bulk Carrier,66271.0,20506.9,24,6.91,10.3,3398.2,353.9,4.55,356.2,1.27,13.12,344.4,2.84,99.9,780.73,33.28,17866.26,C0596
V033,Tanker,41932.9,10428.2,8,13.53,17.27,4954.7,333.0,11.47,94.5,1.44,8.4,107.8,0.39,299.5,669.69,96.3,18439.32,C0597
V042,Container,26353.5,14933.9,7,12.98,18.74,4425.8,282.8,7.36,91.7,1.77,4.37,356.5,0.1,34.4,538.51,127.1,12949.35,C0598
V002,Container,26852.7,10685.5,8,9.62,12.21,2417.7,117.3,17.42,278.0,1.96,13.03,227.8,1.24,40.1,649.69,38.01,13882.17,C0599
V039,Container,91535.3,7676.6,13,13.89,11.58,2646.5,294.1,16.66,156.5,3.18,10.0,87.2,0.58,324.5,696.09,40.91,19616.1,C0600
V046,Container,35349.4,17591.2,6,6.0,10.62,1033.8,147.2,31.55,119.1,4.34,7.72,157.2,0.55,194.7,751.48,46.67,13454.15,C0601
V048,Container,45869.7,6086.6,18,10.91,18.23,2364.0,117.6,1.22,64.3,5.57,6.76,266.6,0.86,258.8,780.94,122.28,15332.87,C0602
V027,Container,38132.5,19972.9,2,10.93,13.11,4524.8,268.2,11.2,275.5,0.71,10.53,160.7,0.75,81.1,595.22,56.4,14907.05,C0603
V015,Container,48399.7,11351.7,8,9.66,14.02,349.2,28.7,20.88,283.1,5.74,6.29,24.7,2.05,59.9,546.65,66.66,15479.33,C0604
V007,Container,25553.9,5002.7,11,9.18,15.03,4331.4,17.5,21.17,204.0,5.54,7.56,60.7,0.56,300.6,522.15,74.71,13692.62,C0605
V045,Bulk Carrier,61524.8,15222.6,1,9.64,18.39,1770.6,161.3,16.8,344.6,0.51,11.0,284.9,1.63,129.1,721.51,111.88,19184.56,C0606
V042,Container,25409.0,5937.0,22,9.32,16.51,4507.6,160.4,28.55,114.5,2.29,13.7,233.4,2.96,163.8,738.55,90.76,13435.38,C0607
V009,Bulk Carrier,84028.5,10523.4,6,11.84,16.15,4710.3,322.4,2.2,79.1,4.92,9.86,205.1,1.3,10.1,622.81,81.34,19103.9,C0608
V041,Bulk Carrier,38697.0,19139.5,16,7.08,11.76,3387.2,45.4,28.54,243.9,3.75,12.35,60.3,1.93,138.9,618.78,42.54,16306.68,C0609
V006,Tanker,63201.0,6253.8,20,7.58,15.13,3355.7,44.4,17.32,273.0,4.72,12.39,301.6,2.91,277.4,786.27,74.59,20144.14,C0610
V012,Container,90406.3,21786.8,12,7.44,17.15,2318.5,53.1,4.68,81.0,4.37,11.31,345.9,0.41,295.7,775.0,110.24,19243.91,C0611
V030,Tanker,72070.2,5076.4,11,8.1,19.73,4194.1,10.7,31.0,27.6,3.08,6.7,14.7,1.26,251.6,569.98,148.25,22164.01,C0612
V020,Tanker,62636.6,9936.5,10,10.2,12.01,4811.9,25.8,22.72,291.8,0.44,13.53,28.1,2.55,249.2,734.24,39.36,22226.73,C0613
V020,Container,45946.7,19818.1,3,6.89,10.1,3897.9,237.6,5.72,351.5,3.59,8.8,318.5,2.8,182.2,686.81,34.6,15991.64,C0614
V046,Ro-Ro,46640.2,11325.4,13,12.95,10.75,3147.5,155.4,1.18,232.1,0.48,4.49,293.6,1.8,193.8,546.27,32.63,14904.67,C0615
V027,General Cargo,73559.0,7037.8,3,8.38,13.76,3073.3,274.9,4.94,100.0,3.7,6.69,222.5,0.43,267.3,607.03,52.81,14756.35,C0616
V020,Container,99531.1,12204.7,15,7.3,18.21,4262.4,357.3,21.31,358.8,4.84,12.42,340.2,2.7,89.0,553.24,133.66,20955.46,C0617
V007,Container,72947.1,10407.9,16,11.4,10.07,2751.9,237.3,6.28,321.6,3.59,4.76,232.7,0.52,83.3,588.55,31.76,16758.29,C0618
V040,Ro-Ro,64622.7,21854.2,13,6.3,14.57,4038.9,18.2,7.9,184.8,5.98,5.62,77.8,1.06,342.0,684.59,81.71,16166.72,C0619
V040,Tanker,78452.0,11267.0,17,10.96,13.29,2593.5,37.6,0.88,297.1,2.84,11.64,262.3,1.13,10.0,612.58,52.06,20254.53,C0620
V030,Container,57216.4,20778.6,3,11.59,10.52,406.0,317.2,25.3,293.7,4.54,13.82,232.5,1.34,50.2,618.22,41.51,16581.42,C0621
V008,Container,24811.4,22837.4,20,7.72,14.5,1981.3,189.9,28.36,336.5,4.07,10.97,354.9,2.37,205.3,661.89,71.8,12431.47,C0622
V002,Bulk Carrier,64983.7,13676.3,11,6.34,12.55,2277.8,296.9,27.89,302.7,5.95,6.45,77.0,2.41,265.6,526.17,49.0,20352.36,C0623
V014,Bulk Carrier,96610.0,23198.9,21,8.91,13.52,793.9,308.4,4.46,231.7,4.34,4.59,215.2,2.16,193.6,721.64,57.53,21967.49,C0624
V010,Tanker,34024.2,12546.4,19,6.79,17.06,602.2,334.0,31.62,219.3,1.15,10.77,280.9,0.07,127.8,620.51,95.58,18326.27,C0625
V050,Bulk Carrier,75200.4,24281.6,22,6.93,15.22,2723.8,341.9,23.53,168.2,5.74,4.52,122.0,1.69,352.1,644.12,75.55,19356.21,C0626
V018,Bulk Carrier,36074.7,6785.8,11,8.03,11.25,517.2,199.7,31.41,225.5,4.07,10.74,136.7,2.24,253.4,792.29,36.76,16184.09,C0627
V018,Tanker,62866.2,18740.4,16,8.36,19.61,1584.4,122.8,15.65,286.3,0.54,6.48,319.6,1.33,299.3,603.31,145.68,18656.94,C0628
V016,Container,27734.1,14876.3,21,10.24,16.36,3748.5,346.3,15.29,348.9,4.01,13.95,145.5,2.83,14.5,694.47,92.48,12891.95,C0629
V005,Container,56029.7,12753.0,3,11.43,17.66,4825.7,197.1,27.46,168.2,5.32,9.23,224.9,2.47,84.9,617.75,121.09,16532.76,C0630
V031,Tanker,80493.1,17654.2,22,10.74,10.79,3617.6,23.1,3.27,206.5,3.55,6.46,320.1,1.91,134.7,768.28,40.93,24474.31,C0631
V037,Ro-Ro,47805.7,19077.1,6,7.19,10.47,4963.9,231.4,18.23,160.1,2.25,13.38,75.5,0.19,65.7,754.03,34.54,16700.32,C0632
V020,Bulk Carrier,73192.9,5087.3,14,7.38,10.19,3521.9,211.6,29.27,240.7,4.96,6.79,353.5,1.96,26.2,572.49,36.14,17674.2,C0633
V023,Bulk Carrier,83636.0,8339.1,24,13.03,11.89,1539.6,322.5,29.06,226.8,4.74,7.37,252.7,2.73,81.0,707.52,40.31,20131.39,C0634
V032,Container,94174.2,19260.9,18,10.47,14.14,3393.1,235.1,33.46,6.4,3.36,13.18,178.6,1.14,192.1,519.55,71.28,17667.06,C0635
V042,Bulk Carrier,38771.4,18327.7,17,12.96,19.36,3540.6,125.7,24.44,194.8,1.1,7.4,155.1,2.51,250.5,788.96,134.72,14372.45,C0636
V017,Bulk Carrier,51945.3,24321.0,4,8.97,14.57,1921.5,347.8,7.27,31.9,1.66,8.51,343.6,0.94,278.6,604.7,63.22,17677.28,C0637
V013,Container,32193.3,20220.8,23,10.92,12.9,186.8,288.6,0.71,9.5,4.48,7.82,74.1,1.71,15.5,749.55,56.93,13761.06,C0638
V049,Container,99398.7,24015.5,15,10.19,15.62,3545.7,227.0,16.78,284.8,4.88,5.28,112.2,1.95,154.1,595.53,90.02,21036.18,C0639
V050,Bulk Carrier,94160.1,19050.8,11,8.55,11.12,206.3,105.5,17.98,93.1,1.82,4.43,110.8,2.03,44.0,689.83,40.79,23442.54,C0640
V013,Container,63196.6,10961.0,3,9.76,16.1,3192.8,134.5,8.41,122.6,2.33,11.97,104.0,2.65,155.2,795.08,84.12,17091.35,C0641
V017,Container,87362.7,7107.3,3,10.02,15.68,901.7,241.2,4.36,23.1,0.65,11.1,168.7,0.7,156.2,763.02,73.37,19863.59,C0642
V015,Container,61676.6,20636.5,16,7.61,17.92,2871.5,25.9,20.52,64.6,4.34,7.11,356.1,0.79,179.4,548.11,127.75,14700.19,C0643
V026,Container,69886.9,17883.0,5,8.52,19.87,2569.2,92.4,26.75,275.6,0.22,7.25,320.0,2.11,321.4,664.25,157.2,16080.28,C0644
V044,Container,27130.0,5963.7,21,12.33,12.51,166.2,257.0,34.76,177.7,0.47,14.4,118.1,0.53,289.8,604.56,42.89,12999.25,C0645
V028,Ro-Ro,80421.6,12201.0,10,13.33,15.1,1878.0,172.8,26.54,317.0,0.23,14.86,152.2,1.39,229.2,630.3,75.1,20539.68,C0646
V042,Bulk Carrier,30217.1,24136.0,19,8.88,19.09,3045.3,144.9,27.78,143.0,3.94,9.21,241.0,0.06,318.7,600.55,133.47,13175.42,C0647
V045,Tanker,86085.4,15008.0,25,8.46,17.85,4258.2,54.5,21.58,96.7,2.62,12.83,6.2,0.42,244.2,600.79,115.96,23327.97,C0648
V030,Tanker,82562.2,13654.6,4,7.56,14.87,4454.3,159.1,34.51,125.1,1.93,12.1,295.3,2.04,294.8,662.77,72.11,23626.9,C0649
V043,Bulk Carrier,76699.6,14154.0,19,11.43,19.45,2470.9,277.4,22.4,256.6,5.49,7.27,316.7,2.24,203.0,557.59,143.56,18004.27,C0650
V035,Container,22892.8,9177.7,11,8.58,10.57,3669.3,95.0,30.11,199.8,1.32,4.64,308.6,0.35,189.1,661.22,29.73,12022.57,C0651
V022,Bulk Carrier,44250.3,12374.1,2,13.9,19.31,1650.6,1.9,33.1,325.5,2.46,5.57,135.0,0.68,260.7,583.69,132.46,17492.11,C0652
V010,Bulk Carrier,41049.0,12396.3,10,8.61,10.51,1776.7,240.7,32.55,216.8,5.65,13.22,166.3,0.3,7.1,586.69,38.77,16391.92,C0653
V011,Tanker,48810.9,6047.1,11,9.15,15.47,1052.9,350.1,13.35,177.5,2.68,12.04,4.5,1.3,248.5,721.62,74.46,17607.8,C0654
V038,Bulk Carrier,27011.4,20351.4,25,10.83,18.9,2853.5,218.5,2.75,282.9,3.42,11.31,143.8,0.38,336.4,508.88,129.62,15269.04,C0655
V033,Container,94956.6,13330.1,20,12.41,12.63,1641.4,43.2,6.02,341.1,0.67,5.44,165.8,1.31,257.0,614.28,46.9,18905.81,C0656
V006,Container,64304.2,21443.6,16,9.76,14.72,513.4,115.5,2.07,128.1,4.78,11.04,326.5,2.2,13.2,622.26,78.5,17581.98,C0657
V037,Bulk Carrier,44441.9,22007.0,19,9.38,13.24,3456.5,312.4,3.69,90.0,2.65,12.49,321.8,2.05,136.0,645.53,55.65,15578.46,C0658
V007,Tanker,51758.5,9239.9,23,13.97,19.52,3568.0,83.7,6.46,221.8,4.84,13.47,347.8,0.84,291.4,700.7,143.91,19295.03,C0659
V044,Bulk Carrier,55776.2,18147.1,24,6.08,18.24,1864.0,218.8,11.94,179.6,1.67,4.15,318.6,2.02,345.1,610.91,112.52,17150.18,C0660
V012,Bulk Carrier,68047.5,14445.6,11,13.16,17.09,475.9,145.0,19.02,356.1,2.65,11.53,3.0,2.78,133.3,563.94,94.59,18045.89,C0661
V007,General Cargo,61254.4,22603.1,14,7.19,15.88,2188.9,74.8,24.91,166.5,4.76,4.21,230.9,1.04,302.8,765.46,81.71,14106.02,C0662
V002,Tanker,93551.4,9314.8,2,12.29,18.21,2267.4,292.8,7.38,26.8,5.85,11.78,24.6,0.99,311.0,794.31,119.75,22684.89,C0663
V001,Container,59757.1,18556.3,23,10.94,13.92,3376.5,267.4,23.54,351.9,0.55,10.99,98.1,1.71,44.4,506.0,59.3,14639.35,C0664
V023,Container,99372.6,17155.0,5,8.73,14.48,1645.5,238.2,24.65,303.7,4.91,5.63,208.2,0.74,304.5,663.94,75.28,19311.28,C0665
V025,Container,88114.0,10906.0,5,12.99,17.3,3444.7,85.1,19.55,64.2,1.94,12.43,252.2,1.95,116.7,602.51,106.14,19630.39,C0666
V018,Container,36680.8,7732.0,19,6.1,13.58,4370.3,35.2,31.63,325.7,3.39,4.75,235.7,2.5,213.6,583.1,58.0,14487.81,C0667
V044,Container,94447.6,18032.8,21,7.81,10.64,1263.7,207.4,3.88,122.6,1.88,13.09,17.7,1.38,194.0,600.71,35.85,21387.19,C0668
V007,Container,29309.3,19771.9,12,10.54,10.74,4896.7,199.3,6.2,135.8,3.76,6.88,37.3,2.04,238.7,691.66,33.27,12382.9,C0669
V003,Container,85396.0,11312.5,18,8.81,11.15,1993.2,67.8,15.0,326.3,2.25,11.58,46.3,1.96,266.6,557.21,39.72,18197.4,C0670
V029,Container,50449.9,17896.7,4,10.88,18.7,1409.6,20.2,4.43,190.8,2.13,14.16,32.9,0.12,158.7,773.86,133.62,13939.0,C0671
