date,route,cargo_type,vessel_class,vessel_dwt,distance_nm,baltic_style_index,bunker_fuel_price_usd_ton,port_congestion_days,market_event,charter_rate_usd_per_day,freight_rate_usd_per_tonne
2025-03-24,"Dampier, Australia - Kolkata",Iron Ore,Capesize,198584,3635.9,2101.4,726.0,1.7,None,2164.0,23.01
2025-03-24,"Dampier, Australia - Paradip",Iron Ore,Capesize,206551,3570.5,2101.4,767.9,0.0,None,2184.0,20.76
2025-03-24,"Durban, South Africa - Paradip",Coal,Handysize,34290,5193.0,1002.1,758.9,4.1,None,1172.0,32.61
2025-03-24,"Durban, South Africa - Visakhapatnam",Coal,Supramax,61130,4905.5,1598.2,773.5,2.8,None,1507.0,32.95
2025-03-24,"Gladstone, Australia - Paradip",Coal,Panamax,67282,5442.2,1245.2,778.8,1.4,None,1310.0,30.0
2025-03-24,"Hay Point, Australia - Gangavaram",Coking Coal,Handysize,28767,5350.8,1002.1,799.3,2.4,None,972.0,31.97
2025-03-24,"Newcastle, Australia - Ennore",Thermal Coal,Panamax,68384,5823.9,1245.2,784.1,0.5,None,1395.0,32.65
2025-03-24,"Newcastle, Australia - Kolkata",Thermal Coal,Supramax,50221,5812.9,1598.2,788.7,2.2,None,1655.0,37.45
2025-03-24,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Supramax,57420,5849.9,1598.2,784.3,0.7,None,1457.0,40.22
2025-03-24,"Richards Bay, South Africa - Ennore",Coking Coal,Handysize,39073,4452.0,1002.1,777.5,0.7,None,1114.0,25.99
2025-03-24,"Richards Bay, South Africa - Gangavaram",Coking Coal,Panamax,70239,4804.0,1245.2,790.5,0.0,None,1122.0,25.11
2025-03-24,"Samarinda, Indonesia - Gangavaram",Thermal Coal,Panamax,86531,2689.0,1245.2,777.9,0.3,None,1179.0,14.01
2025-03-24,"Taboneo, Indonesia - Paradip",Thermal Coal,Supramax,52950,2575.5,1598.2,774.6,1.7,None,1712.0,19.61
2025-03-24,"Tubarao, Brazil - Gangavaram",Iron Ore,Capesize,153854,8973.4,2101.4,753.9,1.0,None,2006.0,52.98
2025-03-24,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Capesize,151983,8858.1,2101.4,764.0,1.1,None,2094.0,52.35
2025-03-24,"Vancouver, Canada - Kolkata",Coking Coal,Handysize,38313,7293.3,1002.1,749.0,2.4,None,1023.0,40.12
2025-03-24,"Vancouver, Canada - Paradip",Coking Coal,Panamax,75290,7484.8,1245.2,780.5,2.1,None,1251.0,41.04
2025-03-31,"Abbot Point, Australia - Paradip",Coal,Handysize,28849,5127.9,1023.4,790.1,1.5,None,1017.0,32.17
2025-03-31,"Gladstone, Australia - Kolkata",Coal,Supramax,53027,5435.4,1680.7,793.5,1.3,None,1623.0,42.69
2025-03-31,"Hay Point, Australia - Paradip",Coking Coal,Handysize,37903,5246.5,1023.4,794.1,1.4,None,1077.0,32.31
2025-03-31,"Newcastle, Australia - Kolkata",Thermal Coal,Supramax,48717,5812.9,1680.7,798.2,3.3,None,1782.0,42.11
2025-03-31,"Richards Bay, South Africa - Visakhapatnam",Coking Coal,Panamax,70716,4813.7,1127.3,795.0,3.6,None,1006.0,26.0
2025-03-31,"Saldanha Bay, South Africa - Ennore",Iron Ore,Panamax,89515,5338.7,1127.3,787.5,1.7,None,1152.0,28.99
2025-03-31,"Saldanha Bay, South Africa - Paradip",Iron Ore,Capesize,163476,5982.9,1975.9,753.5,1.0,None,1929.0,35.13
2025-03-31,"Taboneo, Indonesia - Ennore",Thermal Coal,Handysize,36304,2689.7,1023.4,790.1,2.2,None,1078.0,16.36
2025-03-31,"Taboneo, Indonesia - Paradip",Thermal Coal,Supramax,57920,2575.5,1680.7,800.0,0.0,None,1550.0,17.52
2025-03-31,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Supramax,49511,2652.9,1680.7,796.4,2.7,None,1704.0,17.52
2025-03-31,"Tubarao, Brazil - Haldia",Iron Ore,Capesize,206775,9350.8,1975.9,756.4,5.3,None,1957.0,51.57
2025-03-31,"Vancouver, Canada - Kolkata",Coking Coal,Handysize,35935,7293.3,1023.4,765.1,1.2,None,1065.0,40.9
2025-03-31,"Vancouver, Canada - Paradip",Coking Coal,Panamax,73774,7484.8,1127.3,791.0,2.4,None,1180.0,37.73
2025-03-31,"Vancouver, Canada - Visakhapatnam",Coking Coal,Panamax,82523,7730.4,1127.3,782.7,3.9,None,1372.0,43.55
2025-04-07,"Dampier, Australia - Visakhapatnam",Iron Ore,Panamax,72572,3570.3,1249.8,771.1,3.2,None,1233.0,20.32
2025-04-07,"Durban, South Africa - Paradip",Coal,Supramax,59320,5193.0,1693.4,773.9,0.5,None,1837.0,34.96
2025-04-07,"Gladstone, Australia - Paradip",Coal,Supramax,53769,5442.2,1693.4,748.5,0.7,None,1680.0,41.96
2025-04-07,"Nacala, Mozambique - Paradip",Coking Coal,Panamax,78709,4041.9,1249.8,783.0,4.0,None,1418.0,21.72
2025-04-07,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Supramax,61884,5849.9,1693.4,756.8,0.0,None,1753.0,41.38
2025-04-07,"Norfolk, USA - Ennore",Coking Coal,Panamax,73733,8874.7,1249.8,753.8,3.3,None,1319.0,48.55
2025-04-07,"Norfolk, USA - Haldia",Coking Coal,Panamax,65354,8458.2,1249.8,769.5,2.5,None,1032.0,47.77
2025-04-07,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Capesize,168391,8959.2,1885.2,768.1,2.1,None,2013.0,48.46
2025-04-07,"Richards Bay, South Africa - Ennore",Coking Coal,Panamax,88550,4452.0,1249.8,744.9,2.7,None,1145.0,22.15
2025-04-07,"Taboneo, Indonesia - Ennore",Thermal Coal,Handysize,35833,2689.7,1004.9,767.2,2.6,None,1063.0,16.77
2025-04-07,"Vancouver, Canada - Ennore",Coking Coal,Panamax,68194,8088.7,1249.8,779.9,1.1,None,1211.0,45.96
2025-04-14,"Abbot Point, Australia - Visakhapatnam",Coal,Handysize,30143,5233.1,991.2,774.0,0.8,None,1017.0,31.99
2025-04-14,"Durban, South Africa - Ennore",Coal,Handysize,29265,4543.3,991.2,791.7,1.7,None,958.0,26.85
2025-04-14,"Durban, South Africa - Visakhapatnam",Coal,Supramax,50173,4905.5,1645.8,770.3,1.0,None,1687.0,38.06
2025-04-14,"Hay Point, Australia - Ennore",Coking Coal,Panamax,70012,5386.7,1261.8,771.7,3.1,None,1277.0,30.66
2025-04-14,"Hay Point, Australia - Visakhapatnam",Coking Coal,Handysize,32876,5348.2,991.2,759.6,2.4,None,1036.0,31.58
2025-04-14,"Nacala, Mozambique - Gangavaram",Coking Coal,Supramax,48420,3745.9,1645.8,782.3,2.1,None,1678.0,24.67
2025-04-14,"Newcastle, Australia - Ennore",Thermal Coal,Supramax,55618,5823.9,1645.8,786.1,1.6,None,1415.0,39.45
2025-04-14,"Norfolk, USA - Gangavaram",Coking Coal,Supramax,52356,8662.0,1645.8,793.2,1.7,None,1429.0,59.1
2025-04-14,"Norfolk, USA - Paradip",Coking Coal,Panamax,76233,8548.6,1261.8,779.0,0.2,None,1424.0,47.06
2025-04-14,"Ponta da Madeira, Brazil - Paradip",Iron Ore,Panamax,72947,9142.2,1261.8,771.0,1.0,None,1306.0,45.11
2025-04-14,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Panamax,73116,8964.6,1261.8,813.0,2.3,None,1311.0,49.68
2025-04-14,"Richards Bay, South Africa - Ennore",Coking Coal,Handysize,35948,4452.0,991.2,780.8,0.9,None,978.0,25.35
2025-04-14,"Richards Bay, South Africa - Visakhapatnam",Coking Coal,Panamax,65302,4813.7,1261.8,782.2,0.0,None,1279.0,26.72
2025-04-14,"Taboneo, Indonesia - Ennore",Thermal Coal,Handysize,33277,2689.7,991.2,829.7,1.4,None,1052.0,17.26
2025-04-14,"Tubarao, Brazil - Gangavaram",Iron Ore,Panamax,65356,8973.4,1261.8,751.5,3.4,None,1250.0,45.86
2025-04-14,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,73343,9350.8,1261.8,797.3,1.9,None,1220.0,52.0
2025-04-14,"Tubarao, Brazil - Paradip",Iron Ore,Panamax,83462,9234.1,1261.8,786.4,2.9,None,1344.0,54.51
2025-04-14,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,34126,7730.4,991.2,766.2,2.5,None,1131.0,42.6
2025-04-21,"Dampier, Australia - Ennore",Iron Ore,Panamax,79639,3491.8,1323.5,794.0,2.4,None,1387.0,18.77
2025-04-21,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,178410,3569.6,1831.7,790.1,3.2,None,1861.0,20.47
2025-04-21,"Durban, South Africa - Paradip",Coal,Panamax,87713,5193.0,1323.5,784.4,4.4,None,1273.0,28.38
2025-04-21,"Hay Point, Australia - Ennore",Coking Coal,Supramax,61516,5386.7,1720.5,767.6,0.0,None,1614.0,40.19
2025-04-21,"Hay Point, Australia - Paradip",Coking Coal,Panamax,78397,5246.5,1323.5,788.2,1.4,None,1348.0,32.18
2025-04-21,"Nacala, Mozambique - Gangavaram",Coking Coal,Panamax,68781,3745.9,1323.5,769.7,1.9,None,1319.0,22.36
2025-04-21,"Nacala, Mozambique - Paradip",Coking Coal,Supramax,53576,4041.9,1720.5,757.6,3.5,None,1788.0,31.76
2025-04-21,"Newcastle, Australia - Kolkata",Thermal Coal,Supramax,57296,5812.9,1720.5,737.7,3.2,None,1696.0,40.69
2025-04-21,"Norfolk, USA - Visakhapatnam",Coking Coal,Handysize,37143,8657.5,968.0,813.3,0.3,None,1004.0,50.87
2025-04-21,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Panamax,83516,8964.6,1323.5,785.2,0.5,None,1312.0,46.94
2025-04-21,"Samarinda, Indonesia - Kolkata",Thermal Coal,Supramax,48676,2573.8,1720.5,775.4,0.4,None,1590.0,18.98
2025-04-21,"Taboneo, Indonesia - Paradip",Thermal Coal,Panamax,65701,2575.5,1323.5,756.3,1.8,None,1333.0,14.27
2025-04-21,"Tubarao, Brazil - Ennore",Iron Ore,Panamax,73654,8706.6,1323.5,766.3,2.8,None,1239.0,49.71
2025-04-21,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Panamax,66388,8858.1,1323.5,773.2,2.6,None,1164.0,52.49
2025-04-21,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Panamax,75242,9494.8,1323.5,780.0,5.1,None,1306.0,46.67
2025-04-21,"Vale do Rio Doce, Brazil - Visakhapatnam",Iron Ore,Panamax,81707,9129.7,1323.5,789.5,0.1,None,1400.0,52.25
2025-04-21,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,34444,7730.4,968.0,772.9,3.0,None,993.0,46.62
2025-04-28,"Abbot Point, Australia - Visakhapatnam",Coal,Panamax,85658,5233.1,1418.2,786.3,1.6,None,1439.0,31.33
2025-04-28,"Durban, South Africa - Paradip",Coal,Handysize,32742,5193.0,1009.0,804.0,4.0,None,1014.0,31.05
2025-04-28,"Gladstone, Australia - Haldia",Coal,Supramax,53910,5423.2,1826.7,775.5,4.5,None,2050.0,40.23
2025-04-28,"Hay Point, Australia - Kolkata",Coking Coal,Panamax,78634,5235.2,1418.2,775.6,0.5,None,1274.0,29.54
2025-04-28,"Nacala, Mozambique - Kolkata",Coking Coal,Handysize,34561,4225.9,1009.0,775.0,0.7,None,958.0,25.02
2025-04-28,"Newcastle, Australia - Haldia",Thermal Coal,Panamax,82574,5795.2,1418.2,770.8,0.0,None,1300.0,36.44
2025-04-28,"Norfolk, USA - Haldia",Coking Coal,Panamax,85228,8458.2,1418.2,771.2,2.3,None,1456.0,51.64
2025-04-28,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Capesize,209701,8959.2,1831.9,781.1,3.3,None,1908.0,48.87
2025-04-28,"Ponta da Madeira, Brazil - Haldia",Iron Ore,Panamax,83149,9206.8,1418.2,766.0,1.7,None,1274.0,54.82
2025-04-28,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Panamax,71490,8964.6,1418.2,800.1,1.1,None,1560.0,49.66
2025-04-28,"Samarinda, Indonesia - Paradip",Thermal Coal,Panamax,79119,2577.8,1418.2,801.4,1.6,None,1395.0,15.65
2025-04-28,"Taboneo, Indonesia - Ennore",Thermal Coal,Supramax,61863,2689.7,1826.7,780.9,0.0,None,1972.0,20.78
2025-05-05,"Abbot Point, Australia - Haldia",Coal,Panamax,75998,5103.7,1422.2,808.7,2.2,None,1490.0,33.21
2025-05-05,"Abbot Point, Australia - Kolkata",Coal,Supramax,56269,5114.5,1854.6,815.2,4.1,None,1561.0,40.95
2025-05-05,"Abbot Point, Australia - Paradip",Coal,Handysize,36964,5127.9,1014.4,833.4,1.2,None,1070.0,33.33
2025-05-05,"Dampier, Australia - Paradip",Iron Ore,Panamax,69395,3570.5,1422.2,816.8,1.6,None,1493.0,21.91
2025-05-05,"Hay Point, Australia - Kolkata",Coking Coal,Panamax,69801,5235.2,1422.2,792.4,2.4,None,1612.0,30.36
2025-05-05,"Nacala, Mozambique - Visakhapatnam",Coking Coal,Supramax,60436,3755.5,1854.6,794.5,1.7,None,1617.0,29.66
2025-05-05,"Newcastle, Australia - Haldia",Thermal Coal,Handysize,37726,5795.2,1014.4,772.6,1.9,None,831.0,35.43
2025-05-05,"Ponta da Madeira, Brazil - Ennore",Iron Ore,Capesize,189210,8806.3,1957.4,804.9,3.6,None,1898.0,52.51
2025-05-05,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Panamax,69981,8959.2,1422.2,811.7,1.5,None,1407.0,48.17
2025-05-05,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Panamax,79469,9207.4,1422.2,775.0,1.7,None,1364.0,54.56
2025-05-05,"Taboneo, Indonesia - Kolkata",Thermal Coal,Handysize,33413,2594.2,1014.4,831.0,4.1,None,994.0,16.36
2025-05-05,"Tubarao, Brazil - Gangavaram",Iron Ore,Panamax,69753,8973.4,1422.2,819.1,2.1,None,1485.0,50.06
2025-05-05,"Vancouver, Canada - Kolkata",Coking Coal,Panamax,67327,7293.3,1422.2,855.8,2.5,None,1392.0,46.54
2025-05-05,"Vancouver, Canada - Paradip",Coking Coal,Supramax,54355,7484.8,1854.6,814.4,1.8,None,1760.0,61.7
2025-05-12,"Abbot Point, Australia - Ennore",Coal,Handysize,29456,5277.3,995.9,795.4,0.2,None,1155.0,30.43
2025-05-12,"Abbot Point, Australia - Visakhapatnam",Coal,Supramax,61636,5233.1,1839.3,779.9,3.4,None,1738.0,41.23
2025-05-12,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,161650,3569.6,1851.8,823.6,2.8,None,1876.0,21.78
2025-05-12,"Dampier, Australia - Haldia",Iron Ore,Capesize,172248,3608.6,1851.8,787.5,3.5,None,1912.0,19.83
2025-05-12,"Dampier, Australia - Paradip",Iron Ore,Capesize,157330,3570.5,1851.8,777.9,2.2,None,1813.0,19.88
2025-05-12,"Durban, South Africa - Paradip",Coal,Handysize,33441,5193.0,995.9,794.5,2.2,None,946.0,28.18
2025-05-12,"Gladstone, Australia - Paradip",Coal,Handysize,31606,5442.2,995.9,769.9,1.7,None,1113.0,33.56
2025-05-12,"Hay Point, Australia - Visakhapatnam",Coking Coal,Handysize,30347,5348.2,995.9,785.8,3.5,None,1200.0,31.79
2025-05-12,"Nacala, Mozambique - Gangavaram",Coking Coal,Handysize,39081,3745.9,995.9,794.6,1.5,None,994.0,21.87
2025-05-12,"Norfolk, USA - Gangavaram",Coking Coal,Handysize,32908,8662.0,995.9,792.0,0.6,None,1022.0,50.89
2025-05-12,"Ponta da Madeira, Brazil - Paradip",Iron Ore,Panamax,77244,9142.2,1402.8,810.1,0.4,None,1307.0,50.77
2025-05-12,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Panamax,68121,8964.6,1402.8,782.7,2.5,None,1334.0,56.99
2025-05-12,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Capesize,178956,8981.5,1851.8,785.8,2.7,None,1910.0,55.87
2025-05-12,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Panamax,71400,9121.7,1402.8,794.7,3.9,None,1433.0,50.57
2025-05-12,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Panamax,71865,9512.7,1402.8,790.2,3.1,None,1351.0,55.6
2025-05-12,"Vancouver, Canada - Ennore",Coking Coal,Supramax,61833,8088.7,1839.3,795.9,0.8,None,1964.0,58.07
2025-05-19,"Abbot Point, Australia - Kolkata",Coal,Handysize,28872,5114.5,1047.0,777.8,2.9,None,954.0,31.88
2025-05-19,"Dampier, Australia - Gangavaram",Iron Ore,Panamax,76554,3569.6,1326.4,754.6,4.0,None,1347.0,20.98
2025-05-19,"Dampier, Australia - Kolkata",Iron Ore,Capesize,196162,3635.9,1846.5,786.6,1.8,None,1775.0,21.04
2025-05-19,"Durban, South Africa - Paradip",Coal,Supramax,49507,5193.0,1901.8,791.3,0.0,None,1932.0,44.44
2025-05-19,"Gladstone, Australia - Paradip",Coal,Supramax,52294,5442.2,1901.8,755.2,2.4,None,2112.0,39.67
2025-05-19,"Nacala, Mozambique - Paradip",Coking Coal,Handysize,32671,4041.9,1047.0,795.5,0.0,None,1101.0,24.31
2025-05-19,"Norfolk, USA - Gangavaram",Coking Coal,Supramax,53953,8662.0,1901.8,733.8,0.0,None,1921.0,69.26
2025-05-19,"Norfolk, USA - Kolkata",Coking Coal,Panamax,81802,8420.2,1326.4,765.3,1.7,None,1492.0,46.39
2025-05-19,"Norfolk, USA - Visakhapatnam",Coking Coal,Handysize,33134,8657.5,1047.0,761.6,1.5,None,990.0,52.87
2025-05-19,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Capesize,207011,8964.6,1846.5,799.1,2.5,None,1801.0,53.58
2025-05-19,"Richards Bay, South Africa - Ennore",Coking Coal,Supramax,57244,4452.0,1901.8,778.3,1.8,None,1911.0,32.08
2025-05-19,"Richards Bay, South Africa - Kolkata",Coking Coal,Handysize,29998,5292.9,1047.0,777.0,0.8,None,1065.0,33.66
2025-05-19,"Samarinda, Indonesia - Ennore",Thermal Coal,Supramax,52423,2762.6,1901.8,792.5,2.4,None,1924.0,20.79
2025-05-19,"Samarinda, Indonesia - Kolkata",Thermal Coal,Panamax,69297,2573.8,1326.4,795.8,1.7,None,1300.0,14.6
2025-05-19,"Taboneo, Indonesia - Paradip",Thermal Coal,Handysize,35462,2575.5,1047.0,791.4,3.9,None,1117.0,16.54
2025-05-19,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Supramax,54094,2652.9,1901.8,792.0,1.3,None,1752.0,19.86
2025-05-19,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Panamax,65589,9121.7,1326.4,777.2,2.2,None,1338.0,54.63
2025-05-19,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Capesize,186736,9512.7,1846.5,776.8,2.4,None,1759.0,49.8
2025-05-19,"Vale do Rio Doce, Brazil - Paradip",Iron Ore,Capesize,151906,9380.1,1846.5,796.8,3.0,None,1688.0,52.77
2025-05-19,"Vancouver, Canada - Ennore",Coking Coal,Supramax,48204,8088.7,1901.8,795.2,3.0,None,1890.0,54.41
2025-05-19,"Vancouver, Canada - Gangavaram",Coking Coal,Handysize,38982,7739.2,1047.0,776.4,0.5,None,1064.0,45.23
2025-05-26,"Abbot Point, Australia - Ennore",Coal,Supramax,61012,5277.3,1860.7,784.0,2.3,None,1884.0,39.85
2025-05-26,"Dampier, Australia - Kolkata",Iron Ore,Capesize,153170,3635.9,1972.5,790.9,1.3,None,1819.0,22.39
2025-05-26,"Dampier, Australia - Paradip",Iron Ore,Panamax,68058,3570.5,1060.2,774.7,1.4,None,1124.0,18.17
2025-05-26,"Durban, South Africa - Gangavaram",Coal,Supramax,60812,4895.8,1860.7,775.4,0.5,None,1727.0,37.22
2025-05-26,"Gladstone, Australia - Paradip",Coal,Panamax,70960,5442.2,1060.2,766.5,1.9,None,1008.0,28.79
2025-05-26,"Hay Point, Australia - Haldia",Coking Coal,Handysize,35293,5223.9,1055.4,800.0,2.1,None,1045.0,31.2
2025-05-26,"Hay Point, Australia - Paradip",Coking Coal,Panamax,79500,5246.5,1060.2,775.4,1.9,None,1049.0,25.34
2025-05-26,"Nacala, Mozambique - Haldia",Coking Coal,Handysize,28616,4191.3,1055.4,751.5,0.0,None,1089.0,25.82
2025-05-26,"Nacala, Mozambique - Visakhapatnam",Coking Coal,Supramax,49205,3755.5,1860.7,777.5,1.2,None,1974.0,25.31
2025-05-26,"Newcastle, Australia - Gangavaram",Thermal Coal,Supramax,56832,5850.9,1860.7,778.4,3.9,None,1920.0,46.84
2025-05-26,"Newcastle, Australia - Haldia",Thermal Coal,Handysize,31618,5795.2,1055.4,738.0,2.8,None,997.0,29.67
2025-05-26,"Ponta da Madeira, Brazil - Ennore",Iron Ore,Capesize,168070,8806.3,1972.5,790.2,2.5,None,1860.0,50.11
2025-05-26,"Saldanha Bay, South Africa - Haldia",Iron Ore,Capesize,186667,6135.1,1972.5,770.8,1.5,None,2035.0,36.13
2025-05-26,"Saldanha Bay, South Africa - Kolkata",Iron Ore,Capesize,157546,6171.5,1972.5,776.5,2.6,None,2042.0,35.86
2025-05-26,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,184433,5695.2,1972.5,779.7,2.5,None,2135.0,33.13
2025-05-26,"Samarinda, Indonesia - Visakhapatnam",Thermal Coal,Supramax,56520,2685.9,1860.7,775.7,1.3,None,2059.0,20.92
2025-05-26,"Taboneo, Indonesia - Haldia",Thermal Coal,Panamax,67410,2575.7,1060.2,776.5,3.1,None,1058.0,12.54
2025-05-26,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Capesize,204227,9121.7,1972.5,771.2,1.9,None,1995.0,52.31
2025-06-02,"Abbot Point, Australia - Gangavaram",Coal,Panamax,68727,5235.8,942.8,745.3,0.0,None,1009.0,25.53
2025-06-02,"Abbot Point, Australia - Visakhapatnam",Coal,Supramax,53623,5233.1,1900.4,789.8,2.0,None,1770.0,35.4
2025-06-02,"Dampier, Australia - Gangavaram",Iron Ore,Capesize,192053,3569.6,2046.6,773.9,1.3,None,2121.0,22.36
2025-06-02,"Dampier, Australia - Kolkata",Iron Ore,Panamax,68835,3635.9,942.8,758.3,0.1,None,912.0,17.96
2025-06-02,"Gladstone, Australia - Paradip",Coal,Handysize,30150,5442.2,1032.6,737.1,0.4,None,1175.0,30.5
2025-06-02,"Hay Point, Australia - Kolkata",Coking Coal,Supramax,54297,5235.2,1900.4,763.4,2.7,None,1788.0,37.84
2025-06-02,"Norfolk, USA - Gangavaram",Coking Coal,Handysize,30914,8662.0,1032.6,766.1,0.5,None,1044.0,53.92
2025-06-02,"Richards Bay, South Africa - Paradip",Coking Coal,Panamax,73979,5101.3,942.8,767.9,1.5,None,908.0,24.13
2025-06-02,"Richards Bay, South Africa - Visakhapatnam",Coking Coal,Handysize,29764,4813.7,1032.6,769.4,4.4,None,1061.0,29.29
2025-06-02,"Saldanha Bay, South Africa - Ennore",Iron Ore,Capesize,203668,5338.7,2046.6,751.1,1.8,None,2118.0,33.52
2025-06-02,"Saldanha Bay, South Africa - Gangavaram",Iron Ore,Panamax,79828,5685.5,942.8,761.4,0.0,None,928.0,27.99
2025-06-02,"Saldanha Bay, South Africa - Haldia",Iron Ore,Capesize,168581,6135.1,2046.6,769.9,3.1,None,1979.0,38.44
2025-06-02,"Samarinda, Indonesia - Haldia",Thermal Coal,Panamax,74435,2560.1,942.8,772.2,2.4,None,1069.0,13.54
2025-06-02,"Samarinda, Indonesia - Kolkata",Thermal Coal,Supramax,50463,2573.8,1900.4,780.8,1.4,None,1672.0,21.25
2025-06-02,"Taboneo, Indonesia - Haldia",Thermal Coal,Supramax,53323,2575.7,1900.4,775.6,3.2,None,1912.0,20.12
2025-06-02,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Capesize,171463,9494.8,2046.6,756.6,0.9,None,1905.0,54.4
2025-06-09,"Dampier, Australia - Haldia",Iron Ore,Capesize,152177,3608.6,1892.2,760.3,3.4,None,1854.0,19.08
2025-06-09,"Newcastle, Australia - Paradip",Thermal Coal,Supramax,53902,5793.4,1835.6,742.6,1.7,None,2041.0,43.68
2025-06-09,"Norfolk, USA - Ennore",Coking Coal,Supramax,53098,8874.7,1835.6,741.0,1.9,None,1775.0,65.08
2025-06-09,"Norfolk, USA - Haldia",Coking Coal,Handysize,28003,8458.2,953.0,771.4,4.2,None,940.0,47.9
2025-06-09,"Norfolk, USA - Paradip",Coking Coal,Supramax,59827,8548.6,1835.6,739.9,2.6,None,1728.0,58.51
2025-06-09,"Richards Bay, South Africa - Gangavaram",Coking Coal,Handysize,37930,4804.0,953.0,734.5,1.2,None,876.0,23.66
2025-06-09,"Richards Bay, South Africa - Paradip",Coking Coal,Supramax,50516,5101.3,1835.6,739.8,1.6,None,1940.0,37.51
2025-06-09,"Richards Bay, South Africa - Visakhapatnam",Coking Coal,Panamax,78918,4813.7,959.2,748.0,3.5,None,1016.0,24.19
2025-06-09,"Saldanha Bay, South Africa - Gangavaram",Iron Ore,Panamax,74262,5685.5,959.2,746.3,3.6,None,1074.0,26.75
2025-06-09,"Saldanha Bay, South Africa - Kolkata",Iron Ore,Panamax,71144,6171.5,959.2,765.4,4.5,None,932.0,30.61
2025-06-09,"Saldanha Bay, South Africa - Paradip",Iron Ore,Capesize,165035,5982.9,1892.2,745.2,1.4,None,1971.0,33.8
2025-06-09,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Panamax,88391,5695.2,959.2,761.0,1.9,None,871.0,26.98
2025-06-09,"Taboneo, Indonesia - Haldia",Thermal Coal,Panamax,71676,2575.7,959.2,753.9,1.7,None,877.0,13.08
2025-06-09,"Taboneo, Indonesia - Paradip",Thermal Coal,Handysize,37209,2575.5,953.0,746.1,3.1,None,947.0,14.55
2025-06-09,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,89924,9350.8,959.2,777.5,4.7,None,904.0,47.2
2025-06-09,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Capesize,168323,8981.5,1892.2,745.1,1.5,None,1789.0,47.99
2025-06-09,"Vale do Rio Doce, Brazil - Paradip",Iron Ore,Capesize,200923,9380.1,1892.2,725.3,1.9,None,1973.0,55.51
2025-06-16,"Gladstone, Australia - Paradip",Coal,Supramax,60259,5442.2,1754.6,742.5,5.2,Indian monsoon season port slowdown,2159.0,36.59
2025-06-16,"Hay Point, Australia - Ennore",Coking Coal,Handysize,37696,5386.7,982.9,747.5,5.7,Indian monsoon season port slowdown,1020.0,31.77
2025-06-16,"Hay Point, Australia - Paradip",Coking Coal,Panamax,85871,5246.5,965.7,736.0,3.1,Indian monsoon season port slowdown,1076.0,27.61
2025-06-16,"Hay Point, Australia - Visakhapatnam",Coking Coal,Handysize,32011,5348.2,982.9,748.0,4.3,Indian monsoon season port slowdown,1011.0,33.5
2025-06-16,"Nacala, Mozambique - Ennore",Coking Coal,Panamax,73290,3410.6,965.7,709.1,2.7,Indian monsoon season port slowdown,1040.0,15.82
2025-06-16,"Nacala, Mozambique - Haldia",Coking Coal,Supramax,54320,4191.3,1754.6,743.6,4.8,Indian monsoon season port slowdown,2139.0,35.56
2025-06-16,"Newcastle, Australia - Ennore",Thermal Coal,Handysize,34725,5823.9,982.9,742.7,2.8,Indian monsoon season port slowdown,995.0,35.13
2025-06-16,"Norfolk, USA - Gangavaram",Coking Coal,Supramax,49538,8662.0,1754.6,710.0,4.3,Indian monsoon season port slowdown,1787.0,62.61
2025-06-16,"Norfolk, USA - Visakhapatnam",Coking Coal,Handysize,30130,8657.5,982.9,768.3,3.7,Indian monsoon season port slowdown,947.0,55.84
